,joystick,executed
4212,"[3.0, -2.3642770483429287]",[-1.5608243857631439]
4213,"[3.0, -2.3642770483429287]",[-1.637868610802722]
4214,"[3.0, -2.3642770483429287]",[-1.656190144052144]
4215,"[3.0, -2.3642770483429287]",[-1.6664335266909245]
4216,"[3.0, -2.3642770483429287]",[-1.6637701700282308]
4217,"[3.0, -2.3642770483429287]",[-1.6614033516195168]
4218,"[3.0, -2.3642770483429287]",[-1.6885993971349742]
4219,"[3.0, -2.3642770483429287]",[-1.6571593067379138]
4220,"[3.0, -2.3642770483429287]",[-1.6614307047390942]
4221,"[3.0, -2.3642770483429287]",[-1.6446255156063867]
4222,"[3.0, -2.3642770483429287]",[-1.5886900664532826]
4223,"[3.0, -2.3642770483429287]",[-1.5788937719591787]
4224,"[3.0, -2.3642770483429287]",[-1.6186725290005937]
4225,"[3.0, -2.3642770483429287]",[-1.5847126797158109]
4226,"[3.0, -2.3642770483429287]",[-1.6527977850554691]
4227,"[3.0, -2.3642770483429287]",[-1.6160423017651415]
4228,"[3.0, -2.3642770483429287]",[-1.63831611179283]
4229,"[3.0, -2.3642770483429287]",[-1.596721176001181]
4230,"[3.0, -2.3642770483429287]",[-1.6161082491807288]
4231,"[3.0, -2.3642770483429287]",[-1.5533825217781838]
4232,"[3.0, -2.3642770483429287]",[-1.5966132618221436]
4233,"[3.0, -2.3642770483429287]",[-1.600110278742527]
4234,"[3.0, -2.3642770483429287]",[-1.605214347110318]
4235,"[3.0, -2.3642770483429287]",[-1.5566376093012284]
4236,"[3.0, -2.3642770483429287]",[-1.6127168431975158]
4237,"[3.0, -2.3642770483429287]",[-1.5601558470319687]
4238,"[3.0, -2.3642770483429287]",[-1.6065108219594475]
4239,"[3.0, -2.3642770483429287]",[-1.5538550733692635]
4240,"[3.0, -2.3642770483429287]",[-1.5809231962005874]
4241,"[3.0, -2.3642770483429287]",[-1.5647932381643108]
4242,"[3.0, -2.3642770483429287]",[-1.594532030224927]
4243,"[3.0, -2.3642770483429287]",[-1.5609948760286885]
4244,"[3.0, -2.3642770483429287]",[-1.5787080636237911]
4245,"[3.0, -2.3642770483429287]",[-1.5823873318512567]
4246,"[3.0, -2.3642770483429287]",[-1.5816929910287587]
4247,"[3.0, -2.3642770483429287]",[-1.5836588501714806]
4248,"[3.0, -2.3642770483429287]",[-1.562132892804629]
4249,"[3.0, -2.3642770483429287]",[-1.605434173485301]
4250,"[3.0, -2.3642770483429287]",[-1.5946503825883718]
4251,"[3.0, -2.3642770483429287]",[-1.5998446672050668]
4252,"[3.0, -2.3642770483429287]",[-1.5682166465439427]
4253,"[3.0, -2.3642770483429287]",[-1.5528508089960111]
4254,"[3.0, -2.3642770483429287]",[-1.536811792389312]
4255,"[3.0, -2.3642770483429287]",[-1.5540200828269155]
4256,"[3.0, -2.3642770483429287]",[-1.5504284683081535]
4257,"[3.0, -2.3642770483429287]",[-1.5714547467411186]
4258,"[3.0, -2.3642770483429287]",[-1.550884998014957]
4259,"[3.0, -2.3642770483429287]",[-1.5663736507906412]
4260,"[3.0, -2.3642770483429287]",[-1.5479444754100602]
4261,"[3.0, -2.3642770483429287]",[-1.5111878483148782]
4262,"[3.0, -2.3642770483429287]",[-1.5308167796388554]
4263,"[3.0, -2.3642770483429287]",[-1.5790501338260885]
4264,"[3.0, -2.3642770483429287]",[-1.5863210446690943]
4265,"[3.0, -2.3642770483429287]",[-1.5806543771914636]
4266,"[3.0, -2.3642770483429287]",[-1.5922440680127794]
4267,"[3.0, -2.3642770483429287]",[-1.5848809259871652]
4268,"[3.0, -2.3642770483429287]",[-1.5414151696239642]
4269,"[3.0, -2.3642770483429287]",[-1.5554158075417077]
4270,"[3.0, -2.3642770483429287]",[-1.5874534110209457]
4271,"[3.0, -2.3642770483429287]",[-1.6006009443134404]
4272,"[3.0, -2.3642770483429287]",[-1.6006897327196352]
4273,"[3.0, -2.3642770483429287]",[-1.599577026620198]
4274,"[3.0, -2.3642770483429287]",[-1.5550925060677627]
