,joystick,executed
867,"[1.0, -0.7880923494476428]",[-0.8643090976466129]
868,"[1.0, -0.7880923494476428]",[-0.8560267435437375]
869,"[1.0, -0.7880923494476428]",[-0.8386957362582358]
870,"[1.0, -0.7880923494476428]",[-0.8389731798597846]
871,"[1.0, -0.7880923494476428]",[-0.860117820509426]
872,"[1.0, -0.783076026768199]",[-0.8441453384944635]
873,"[1.0, -0.7796447283850942]",[-0.8466444032815647]
874,"[1.0, -0.7796447283850942]",[-0.8408924282163266]
875,"[1.0, -0.7796447283850942]",[-0.8515012873789712]
876,"[1.0, -0.7796447283850942]",[-0.8329728963417904]
877,"[1.0, -0.7796447283850942]",[-0.8401245056179505]
878,"[1.0, -0.7796447283850942]",[-0.8530119312690729]
879,"[1.0, -0.7796447283850942]",[-0.8499128690037532]
880,"[1.0, -0.7796447283850942]",[-0.8342507231134715]
881,"[1.0, -0.7717278997463672]",[-0.82741534426639]
882,"[1.0, -0.7711830070267748]",[-0.8343541717728064]
883,"[1.0, -0.7711830070267748]",[-0.831586944966234]
884,"[1.0, -0.7627400660086292]",[-0.8216743896352696]
885,"[1.0, -0.7542922216144367]",[-0.8206464593501492]
886,"[1.0, -0.7542922216144367]",[-0.8348991111091784]
887,"[1.0, -0.7541611951380396]",[-0.825455252167181]
888,"[1.0, -0.7461299570482745]",[-0.8183454280197984]
889,"[1.0, -0.7458628428146666]",[-0.8227788618817443]
890,"[1.0, -0.7458628428146666]",[-0.8192167421365103]
891,"[1.0, -0.7458628428146666]",[-0.824430447514667]
892,"[1.0, -0.7458628428146666]",[-0.7979122028221445]
893,"[1.0, -0.7458628428146666]",[-0.7940309467486469]
894,"[1.0, -0.7458628428146666]",[-0.8167608886201084]
895,"[1.0, -0.7458628428146666]",[-0.8163481810262494]
896,"[1.0, -0.7458628428146666]",[-0.83320135501315]
897,"[1.0, -0.7458628428146666]",[-0.8133909394610789]
898,"[1.0, -0.7458628428146666]",[-0.8074596685156197]
899,"[1.0, -0.7458628428146666]",[-0.8094455502993574]
900,"[1.0, -0.7458628428146666]",[-0.8102505649110218]
901,"[1.0, -0.7458628428146666]",[-0.8144483548048373]
902,"[1.0, -0.7458628428146666]",[-0.80829940474316]
903,"[1.0, -0.7458628428146666]",[-0.8070515534568723]
904,"[1.0, -0.7458628428146666]",[-0.8078633811919149]
905,"[1.0, -0.7458628428146666]",[-0.7976927920133925]
906,"[1.0, -0.7458628428146666]",[-0.8006703416796446]
907,"[1.0, -0.7458628428146666]",[-0.819232304929522]
908,"[1.0, -0.7458628428146666]",[-0.7980831281790662]
909,"[1.0, -0.7458628428146666]",[-0.7843486320603161]
910,"[1.0, -0.7458628428146666]",[-0.7996206536629109]
911,"[1.0, -0.7458628428146666]",[-0.807547603509547]
912,"[1.0, -0.7458628428146666]",[-0.8177728437495468]
913,"[1.0, -0.7458628428146666]",[-0.7957235160706333]
914,"[1.0, -0.7458628428146666]",[-0.797609500907748]
915,"[1.0, -0.7458628428146666]",[-0.8057475770759266]
916,"[1.0, -0.7458628428146666]",[-0.8112046461010449]
917,"[1.0, -0.7458628428146666]",[-0.7942205315628754]
918,"[1.0, -0.7458628428146666]",[-0.7827083715821576]
919,"[1.0, -0.7458628428146666]",[-0.7928695977224206]
920,"[1.0, -0.7458628428146666]",[-0.8097152064572625]
921,"[1.0, -0.7458628428146666]",[-0.8213915595839983]
922,"[1.0, -0.7458628428146666]",[-0.8285372012922269]
923,"[1.0, -0.7458628428146666]",[-0.8681209635223228]
924,"[1.0, -0.7458628428146666]",[-0.9643164116709755]
925,"[1.0175238472810024, -0.7589332293647252]",[-1.0437806157009502]
926,"[1.3079647492917177, -0.9755623062080933]",[-1.1397821793997853]
927,"[1.626273542167454, -1.2129770073552948]",[-1.2158905819147356]
928,"[1.8942888444619066, -1.4128796626424676]",[-1.3156503809160154]
929,"[2.232061944522186, -1.6648120672797502]",[-1.4303126174515357]
930,"[2.534226037244945, -1.8901850364744621]",[-1.5576556412871152]
931,"[2.8337551909448413, -2.113592702558938]",[-1.563476044420256]
932,"[3.1315163478112855, -2.335681685499128]",[-1.6536911054568821]
933,"[3.433930379332186, -2.5612410747563508]",[-1.7466890126136903]
934,"[3.7256185715873085, -2.7788004590472273]",[-1.7552297890973545]
935,"[4.008174967810508, -2.98954877598973]",[-1.805090417965617]
936,"[4.073935772964899, -3.038597317067966]",[-1.860666141829217]
937,"[4.073935772964899, -3.038597317067966]",[-1.8224233271697297]
938,"[4.073935772964899, -3.038597317067966]",[-1.7866857108438243]
939,"[4.073935772964899, -3.038597317067966]",[-1.773786953950572]
940,"[4.073935772964899, -3.038597317067966]",[-1.7154139413507379]
941,"[4.073935772964899, -3.038597317067966]",[-1.624084155250532]
942,"[4.073935772964899, -3.038597317067966]",[-1.5225267811378844]
943,"[4.073935772964899, -3.038597317067966]",[-1.397955992041255]
944,"[4.073935772964899, -3.038597317067966]",[-1.3676812127082343]
945,"[4.073935772964899, -3.038597317067966]",[-1.224398713484208]
946,"[4.073935772964899, -2.861720802112116]",[-1.2198925716865407]
947,"[4.073935772964899, -1.4976175400978822]",[-0.9032107176828525]
948,"[4.073935772964899, -0.13351427808306804]",[-0.5523070446127405]
949,"[4.073935772964899, 1.599161081362836]",[0.441345651286356]
950,"[4.073935772964899, 2.4829672766795197]",[1.3798982716129518]
951,"[4.073935772964899, 2.796005073678057]",[1.990981023239727]
952,"[4.073935772964899, 2.871511331966777]",[1.9932280272774363]
953,"[4.044945719588003, 2.8812090485954025]",[2.0198477170163613]
954,"[3.824520863637257, 2.7242007390833245]",[2.073755076783949]
955,"[3.52162526519611, 2.5084486376936326]",[2.138532937967398]
956,"[3.223116128348352, 2.2958210066208067]",[2.2090260601403373]
957,"[2.925974747982642, 2.0841676265331723]",[2.236483603837706]
958,"[2.6298140981298257, 1.8779227004746024]",[2.247891229030619]
959,"[2.36075369128447, 1.7036712347048653]",[2.234546325198947]
960,"[2.045703374665525, 1.4914919055047735]",[2.1951618918777895]
961,"[1.739478849970613, 1.2707726410154987]",[2.13013441044184]
962,"[1.4180641180066325, 1.0485644527285594]",[2.088536291854105]
963,"[1.1670823331104505, 0.8721783426669782]",[2.1502776382122373]
964,"[1.0435547018521842, 0.7862921242362708]",[2.063419073839933]
965,"[0.920027070593918, 0.7004059058055634]",[2.0178197747045568]
966,"[0.4171989157308782, 0.3182214842242693]",[1.9105930337555048]
967,"[0.14509144353173103, 0.11066954579213913]",[1.8296280195563182]
968,"[-0.15996392940365245, -0.12201364173729792]",[1.7384099984010655]
969,"[-0.48301356430864095, -0.3684220824626992]",[1.5983612475694287]
970,"[-0.7876154439663179, -0.6007593647213503]",[1.3902995943323788]
971,"[-0.9491250181899912, -0.7239519582012454]",[1.252323536572538]
972,"[-1.0, -0.7627572177813232]",[1.0642382114400377]
973,"[-1.0, -0.7627572177813232]",[0.806458464781445]
974,"[-1.0, -0.7575404285524944]",[0.3956988216790408]
975,"[-0.8466585581982734, -0.4945329034558327]",[0.05055839689233763]
976,"[-0.6634810871521972, -0.17774268771600835]",[-0.06255975252828323]
977,"[-0.5606989970657295, 0.014565143679580173]",[-0.050390098213787114]
978,"[-0.45791690697926174, 0.2068729750751686]",[-0.19781476084420274]
979,"[-0.0344617207341692, 0.027159018459399942]",[-0.3605895091848096]
980,"[0.2625903043042242, -0.20694540986128748]",[-0.349378030847814]
981,"[0.5289756653198763, -0.4168816748825713]",[-0.5214059895665603]
982,"[0.8462109923439675, -0.6668924090847785]",[-0.5656398135008468]
983,"[1.0, -0.7880923494476428]",[-0.6420840388930293]
984,"[1.0, -0.7880923494476428]",[-0.7396115615091319]
985,"[1.0, -0.7880923494476428]",[-0.8817285838870429]
986,"[1.0679149039457874, -0.8416155656607894]",[-0.9968199906504849]
987,"[1.3782784353717565, -1.0862106903251487]",[-1.1245400681010573]
988,"[1.6951062534583718, -1.3359002698513998]",[-1.241126248828178]
989,"[1.9917913521648212, -1.5697155263370712]",[-1.3798025191133674]
990,"[2.2811138656763936, -1.7977283857585036]",[-1.4832646640771565]
991,"[2.599249552935913, -2.048448686973999]",[-1.5309507690599924]
992,"[2.9004707838677213, -2.285838834562559]",[-1.5884895442233222]
993,"[3.2008084623478528, -2.5225326612236163]",[-1.69839553601216]
994,"[3.5016835229984618, -2.759649994661957]",[-1.7147613443887182]
995,"[3.8030081240290885, -2.997121607434557]",[-1.8016931254706847]
996,"[4.025842757156376, -3.1727358769941443]",[-1.8947684028643992]
997,"[4.073935772964899, -3.210637614814706]",[-1.9443271193916218]
998,"[4.073935772964899, -3.210637614814706]",[-2.036841569496759]
999,"[4.073935772964899, -3.210637614814706]",[-2.0306835736162183]
1000,"[4.073935772964899, -3.210637614814706]",[-1.9997897027637404]
1001,"[4.073935772964899, -3.210637614814706]",[-1.792299368219698]
1002,"[4.073935772964899, -3.210637614814706]",[-1.6479679636918516]
1003,"[4.073935772964899, -2.8796755074847082]",[-1.4994289922778572]
1004,"[4.073935772964899, -1.8826248464846116]",[-1.407777571217483]
1005,"[4.073935772964899, -0.8855741854845149]",[-1.3581302684820697]
1006,"[4.073935772964899, 0.11147647551579354]",[-1.0867461745719156]
1007,"[4.073935772964899, 1.1085271365158897]",[-0.8138042775881735]
1008,"[4.073935772964899, 2.105577797515986]",[-0.31350282322707945]
1009,"[4.073935772964899, 2.54257675679792]",[0.6258501012065707]
1010,"[4.073935772964899, 2.6553145968120493]",[1.5137897767772677]
1011,"[4.073935772964899, 2.7134122556634086]",[1.9161393576102785]
1012,"[4.073935772964899, 2.73169254181998]",[2.0092245693884645]
1013,"[3.9924876471486668, 2.677079202229824]",[2.031118154390632]
1014,"[3.774335985669641, 2.5308021620755565]",[2.0796296707526936]
1015,"[3.4757848635434825, 2.330614942857204]",[2.033763151197008]
1016,"[3.2560752251853704, 2.1942952952032955]",[2.033825527572123]
1017,"[3.1420401793807313, 2.146394413928915]",[2.0084509196257394]
1018,"[3.0280051335761162, 2.0984935326545453]",[1.9561049841947205]
1019,"[2.538120887837863, 1.765457551069784]",[1.8553625070923923]
1020,"[2.3076015611523824, 1.6051136967189024]",[1.9279124183060692]
1021,"[2.1165564679132345, 1.4722271962885771]",[1.7781268726195638]
1022,"[1.6140044483512164, 1.1226637606017376]",[1.6922731036034462]
1023,"[1.3130232980243257, 0.9133083090468141]",[1.7171943885896543]
1024,"[1.0177571691908, 0.7079280928316789]",[1.6099460216133064]
1025,"[0.7157741088291089, 0.4978757360801168]",[1.5013124051739046]
1026,"[0.4297414780770279, 0.2989181252612758]",[1.4164383054287888]
1027,"[0.12390815373680433, 0.08618761490123754]",[1.1843351471301946]
1028,"[-0.18153893056325798, -0.1262742359167373]",[0.9631974542707629]
1029,"[-0.48521347011444177, -0.3375031460475636]",[0.8588341869015423]
1030,"[-0.7781379580157705, -0.5412545715752849]",[0.7466039270062155]
1031,"[-0.9596352788756991, -0.667499864755176]",[0.6806337199393184]
1032,"[-1.0, -0.6955766210858916]",[0.6203823989381554]
1033,"[-0.9483207991397469, -0.6596297771710976]",[0.43327267016374044]
1034,"[-0.6983398042672443, -0.48578585703121846]",[0.4611659003677549]
1035,"[-0.4872569216571468, -0.3436678281267938]",[0.5083876016741333]
1036,"[-0.05020454794525581, -0.0371671272302425]",[0.550488634332553]
1037,"[0.2994921771079855, 0.22591209314820782]",[0.640767318342352]
1038,"[0.621112163459367, 0.4685155728669485]",[0.6766004946781355]
1039,"[0.888678304436845, 0.6703453086133211]",[0.7123843067557754]
1040,"[1.0, 0.7543171755927118]",[0.7463949720494312]
1041,"[1.0, 0.7543171755927118]",[0.8058222958233707]
1042,"[1.0, 0.7543171755927118]",[0.8389913689389379]
1043,"[1.0, 0.7543171755927118]",[0.8366484076543823]
