,joystick,executed
4351,"[1.8351390361785889, -1.4462590345850668]",[-1.3380740161748366]
4352,"[1.8286616002506988, -1.4411542168862594]",[-1.4019017599772]
4353,"[1.8202396813918638, -1.4345169670659426]",[-1.5753019011434521]
4354,"[1.8145085573196411, -1.4300003120308886]",[-1.6990381532802932]
4355,"[1.8145085573196411, -1.4300003120308886]",[-1.5331549477947846]
4356,"[1.8196293279582887, -1.434035952194483]",[-1.2652769908815802]
4357,"[1.8351390361785889, -1.4462590345850668]",[-1.3154146650506886]
4358,"[1.8145085573196411, -1.4300003120308886]",[-1.4665014732330293]
4359,"[1.8145085573196411, -1.4300003120308886]",[-1.4925835566743195]
4360,"[1.8266926086815731, -1.4396024696945044]",[-1.555685968355761]
4361,"[1.8241168534401282, -1.4375725366946719]",[-1.4725274787586762]
4362,"[1.8221768841828856, -1.4360436617648755]",[-1.4773049338636572]
4363,"[1.8350062082080891, -1.4461543538777233]",[-1.4898737135517104]
4364,"[1.8163403575081862, -1.4314439397451977]",[-1.458770460075732]
4365,"[1.8151516104292134, -1.430507097266831]",[-1.4538707744868298]
4366,"[1.822764791577993, -1.4365069870851432]",[-1.4340645187133725]
4367,"[1.8145085573196411, -1.4300003120308886]",[-1.3342631085670513]
4368,"[1.8145085573196411, -1.4300003120308886]",[-1.3957366792645776]
4369,"[1.8325906251384223, -1.4442506513410636]",[-1.345813080711665]
4370,"[1.831832385295999, -1.4436530883222034]",[-1.3883910020966477]
4371,"[1.8182991804176267, -1.4329876730940505]",[-1.3896823408685948]
4372,"[1.8145085573196411, -1.4300003120308886]",[-1.3647225764417268]
4373,"[1.834277281310129, -1.4455798921661343]",[-1.4415139725238209]
4374,"[1.8145085573196411, -1.4300003120308886]",[-1.347763850839246]
4375,"[1.8198092530123717, -1.4341777497530799]",[-1.3947229998141244]
4376,"[1.8268628709607782, -1.4397366520941455]",[-1.4250052928092432]
4377,"[1.8145085573196411, -1.4300003120308886]",[-1.4436072148709564]
4378,"[1.8145085573196411, -1.4300003120308886]",[-1.3432531501131206]
4379,"[1.8145085573196411, -1.4300003120308886]",[-1.3551179303894763]
4380,"[1.8145085573196411, -1.4300003120308886]",[-1.4904511360738355]
4381,"[1.8313954868819873, -1.443308772024635]",[-1.399969258372673]
4382,"[1.8176277880292049, -1.432458553889258]",[-1.3685753777383647]
4383,"[1.8145085573196411, -1.4300003120308886]",[-1.5098958017374233]
4384,"[1.8145085573196411, -1.4300003120308886]",[-1.3792276543479325]
4385,"[1.8145085573196411, -1.4300003120308886]",[-1.3916731836752492]
4386,"[1.8270454127457023, -1.4398805118782987]",[-1.3283211734485658]
4387,"[1.8351390361785889, -1.4462590345850668]",[-1.3306276324903898]
4388,"[1.8145085573196411, -1.4300003120308886]",[-1.3683081274703346]
4389,"[1.8145085573196411, -1.4300003120308886]",[-1.3353311439919733]
4390,"[1.8259463738564883, -1.4390143677379637]",[-1.3993696015738006]
4391,"[1.8145085573196411, -1.4300003120308886]",[-1.4516597225598586]
4392,"[1.8145085573196411, -1.4300003120308886]",[-0.79423378321049]
4393,"[1.8296463338736446, -1.0612039717760757]",[-0.283814415431925]
4394,"[1.8145085573196411, 0.0]",[-0.026021575162540066]
4395,"[1.8145085573196411, 0.0]",[-0.028458168953405565]
4396,"[1.8145085573196411, 0.0]",[-0.04515732913252316]
4397,"[1.8253281788703408, 0.0]",[-0.06585860152144174]
4398,"[1.8145085573196411, 0.0]",[-0.08837808329053537]
4399,"[1.8145085573196411, 0.0]",[-0.0555625078315718]
4400,"[1.8145085573196411, 0.0]",[-0.06461847632621237]
4401,"[1.8145085573196411, 0.0]",[0.10903103693821106]
4402,"[1.8244139038801297, 0.6943947860710744]",[0.9745888172389898]
4403,"[1.8351390361785889, 1.4462590345850668]",[1.4936118293435217]
4404,"[1.8145085573196411, 1.4300003120308886]",[1.6545584940060512]
